id,y
750262,0.0
750263,0.0
750264,0.01
750265,0.0
750266,0.18
750267,0.01
750268,0.07
750269,0.01
750270,0.01
750271,0.0
750272,0.06
750273,0.01
750274,0.0
750275,0.01
750276,0.01
750277,0.02
750278,0.58
750279,0.0
750280,0.01
750281,0.14
750282,0.04
750283,0.15
750284,0.01
750285,0.28
750286,0.0
750287,0.11
750288,0.0
750289,0.04
750290,0.0
750291,0.01
750292,0.01
750293,0.18
750294,0.0
750295,0.0
750296,0.0
750297,0.61
750298,0.14
750299,0.0
750300,0.0
750301,0.0
750302,0.09
750303,0.37
750304,0.02
750305,0.03
750306,0.0
750307,0.0
750308,0.0
750309,0.01
750310,0.03
750311,0.0
750312,0.17
750313,0.01
750314,0.4
750315,0.16
750316,0.01
750317,0.0
750318,0.02
750319,0.0
750320,0.36
750321,0.0
750322,0.0
750323,0.07
750324,0.0
750325,0.0
750326,0.19
750327,0.0
750328,0.0
750329,0.0
750330,0.02
750331,0.83
750332,0.0
750333,0.02
750334,0.0
750335,0.0
750336,0.0
750337,0.02
750338,0.02
750339,0.01
750340,0.03
750341,0.01
750342,0.01
750343,0.03
750344,0.04
750345,0.0
750346,0.03
750347,0.49
750348,0.0
750349,0.09
750350,0.03
750351,0.0
750352,0.03
750353,0.03
750354,0.06
750355,0.0
750356,0.13
750357,0.04
750358,0.38
750359,0.28
750360,0.29
750361,0.17
750362,0.01
750363,0.04
750364,0.01
750365,0.01
750366,0.0
750367,0.01
750368,0.0
750369,0.02
750370,0.04
750371,0.04
750372,0.0
750373,0.0
750374,0.0
750375,0.26
750376,0.0
750377,0.26
750378,0.2
750379,0.11
750380,0.04
750381,0.01
750382,0.01
750383,0.15
750384,0.04
750385,0.0
750386,0.81
750387,0.06
750388,0.0
750389,0.0
750390,0.03
750391,0.56
750392,0.0
750393,0.05
750394,0.01
750395,0.0
750396,0.0
750397,0.23
750398,0.03
750399,0.0
750400,0.0
750401,0.0
750402,0.0
750403,0.4
750404,0.01
750405,0.38
750406,0.23
750407,0.02
750408,0.0
750409,0.0
750410,0.0
750411,0.0
750412,0.01
750413,0.26
750414,0.18
750415,0.44
750416,0.55
750417,0.45
750418,0.23
750419,0.32
750420,0.5
750421,0.0
750422,0.11
750423,0.0
750424,0.0
750425,0.0
750426,0.66
750427,0.0
750428,0.0
750429,0.35
750430,0.01
750431,0.03
750432,0.06
750433,0.0
750434,0.01
750435,0.0
750436,0.94
750437,0.0
750438,0.0
750439,0.03
750440,0.06
750441,0.0
750442,0.1
750443,0.04
750444,0.0
750445,0.0
750446,0.69
750447,0.02
750448,0.75
750449,0.06
750450,0.12
750451,0.15
750452,0.0
750453,0.16
750454,0.39
750455,0.01
750456,0.01
750457,0.02
750458,0.0
750459,0.06
750460,0.02
750461,0.0
750462,0.05
750463,0.06
750464,0.01
750465,0.45
750466,0.0
750467,0.0
750468,0.01
750469,0.02
750470,0.01
750471,0.01
750472,0.01
750473,0.01
750474,0.0
750475,0.44
750476,0.01
750477,0.18
750478,0.12
750479,0.1
750480,0.49
750481,0.06
750482,0.01
750483,0.37
750484,0.27
750485,0.0
750486,0.0
750487,0.0
750488,0.0
750489,0.0
750490,0.0
750491,0.38
750492,0.0
750493,0.01
750494,0.0
750495,0.0
750496,0.0
750497,0.0
750498,0.27
750499,0.04
750500,0.0
750501,0.0
750502,0.0
750503,0.0
750504,0.0
750505,0.0
750506,0.06
750507,0.31
750508,0.46
750509,0.45
750510,0.03
750511,0.52
750512,0.03
750513,0.0
750514,0.0
750515,0.05
750516,0.39
750517,0.0
750518,0.0
750519,0.06
750520,0.0
750521,0.14
750522,0.64
750523,0.09
750524,0.84
750525,0.0
750526,0.52
750527,0.0
750528,0.02
750529,0.01
750530,0.01
750531,0.0
750532,0.2
750533,0.08
750534,0.09
750535,0.22
750536,0.03
750537,0.01
750538,0.0
750539,0.75
750540,0.02
750541,0.0
750542,0.01
750543,0.0
750544,0.09
750545,0.05
750546,0.0
750547,0.05
750548,0.0
750549,0.0
750550,0.01
750551,0.06
750552,0.01
750553,0.17
750554,0.58
750555,0.03
750556,0.0
750557,0.0
750558,0.59
750559,0.01
750560,0.06
750561,0.0
750562,0.05
750563,0.02
750564,0.05
750565,0.3
750566,0.0
750567,0.0
750568,0.0
750569,0.62
750570,0.08
750571,0.0
750572,0.59
750573,0.0
750574,0.82
750575,0.02
750576,0.62
750577,0.05
750578,0.75
750579,0.08
750580,0.0
750581,0.02
750582,0.0
750583,0.0
750584,0.0
750585,0.61
750586,0.0
750587,0.88
750588,0.0
750589,0.43
750590,0.08
750591,0.01
750592,0.15
750593,0.89
750594,0.3
750595,0.25
750596,0.0
750597,0.44
750598,0.0
750599,0.0
750600,0.0
750601,0.02
750602,0.19
750603,0.01
750604,0.05
750605,0.0
750606,0.29
750607,0.0
750608,0.0
750609,0.44
750610,0.0
750611,0.4
750612,0.09
750613,0.01
750614,0.44
750615,0.01
750616,0.21
750617,0.0
750618,0.06
750619,0.03
750620,0.0
750621,0.0
750622,0.45
750623,0.0
750624,0.0
750625,0.01
750626,0.44
750627,0.0
750628,0.27
750629,0.28
750630,0.01
750631,0.07
750632,0.03
750633,0.0
750634,0.0
750635,0.52
750636,0.0
750637,0.0
750638,0.28
750639,0.21
750640,0.4
750641,0.37
750642,0.0
750643,0.02
750644,0.0
750645,0.0
750646,0.0
750647,0.0
750648,0.34
750649,0.27
750650,0.84
750651,0.01
750652,0.02
750653,0.0
750654,0.02
750655,0.02
750656,0.0
750657,0.01
750658,0.01
750659,0.01
750660,0.0
750661,0.02
750662,0.0
750663,0.11
750664,0.3
750665,0.33
750666,0.07
750667,0.18
750668,0.1
750669,0.02
750670,0.27
750671,0.06
750672,0.0
750673,0.17
750674,0.0
750675,0.0
750676,0.32
750677,0.31
750678,0.0
750679,0.67
750680,0.91
750681,0.01
750682,0.01
750683,0.01
750684,0.13
750685,0.0
750686,0.62
750687,0.15
750688,0.01
750689,0.01
750690,0.0
750691,0.0
750692,0.0
750693,0.18
750694,0.4
750695,0.07
750696,0.1
750697,0.29
750698,0.0
750699,0.0
750700,0.0
750701,0.15
750702,0.69
750703,0.0
750704,0.45
750705,0.0
750706,0.0
750707,0.0
750708,0.0
750709,0.01
750710,0.01
750711,0.36
750712,0.03
750713,0.47
750714,0.76
750715,0.01
750716,0.3
750717,0.03
750718,0.0
750719,0.03
750720,0.0
750721,0.0
750722,0.03
750723,0.01
750724,0.66
750725,0.43
750726,0.0
750727,0.02
750728,0.34
750729,0.0
750730,0.01
750731,0.06
750732,0.07
750733,0.71
750734,0.0
750735,0.19
750736,0.34
750737,0.36
750738,0.06
750739,0.18
750740,0.0
750741,0.01
750742,0.04
750743,0.0
750744,0.72
750745,0.01
750746,0.0
750747,0.01
750748,0.0
750749,0.0
750750,0.01
750751,0.0
750752,0.0
750753,0.01
750754,0.01
750755,0.11
750756,0.01
750757,0.13
750758,0.45
750759,0.3
750760,0.0
750761,0.0
750762,0.01
750763,0.01
750764,0.0
750765,0.03
750766,0.0
750767,0.0
750768,0.0
750769,0.0
750770,0.0
750771,0.01
750772,0.08
750773,0.04
750774,0.06
750775,0.0
750776,0.38
750777,0.12
750778,0.51
750779,0.31
750780,0.0
750781,0.5
750782,0.27
750783,0.05
750784,0.0
750785,0.0
750786,0.37
750787,0.0
750788,0.0
750789,0.01
750790,0.0
750791,0.01
750792,0.01
750793,0.0
750794,0.44
750795,0.0
750796,0.03
750797,0.4
750798,0.54
750799,0.33
750800,0.01
750801,0.0
750802,0.01
750803,0.0
750804,0.26
750805,0.03
750806,0.03
750807,0.01
750808,0.0
750809,0.6
750810,0.0
750811,0.63
750812,0.01
750813,0.03
750814,0.76
750815,0.0
750816,0.14
750817,0.0
750818,0.0
750819,0.05
750820,0.0
750821,0.1
750822,0.04
750823,0.14
750824,0.29
750825,0.0
750826,0.0
750827,0.07
750828,0.02
750829,0.58
750830,0.03
750831,0.07
750832,0.01
750833,0.39
750834,0.01
750835,0.15
750836,0.05
750837,0.0
750838,0.01
750839,0.0
750840,0.12
750841,0.09
750842,0.0
750843,0.5
750844,0.52
750845,0.09
750846,0.52
750847,0.0
750848,0.04
750849,0.0
750850,0.03
750851,0.01
750852,0.0
750853,0.01
750854,0.01
750855,0.01
750856,0.0
750857,0.1
750858,0.0
750859,0.01
750860,0.11
750861,0.58
750862,0.68
750863,0.01
750864,0.0
750865,0.03
750866,0.0
750867,0.12
750868,0.07
750869,0.35
750870,0.01
750871,0.0
750872,0.22
750873,0.0
750874,0.01
750875,0.07
750876,0.16
750877,0.01
750878,0.0
750879,0.23
750880,0.26
750881,0.16
750882,0.01
750883,0.18
750884,0.55
750885,0.19
750886,0.69
750887,0.0
750888,0.02
750889,0.21
750890,0.01
750891,0.0
750892,0.41
750893,0.0
750894,0.0
750895,0.35
750896,0.1
750897,0.64
750898,0.01
750899,0.03
750900,0.38
750901,0.0
750902,0.0
750903,0.59
750904,0.0
750905,0.02
750906,0.24
750907,0.0
750908,0.0
750909,0.64
750910,0.02
750911,0.01
750912,0.0
750913,0.08
750914,0.01
750915,0.0
750916,0.25
750917,0.0
750918,0.05
750919,0.3
750920,0.04
750921,0.01
750922,0.0
750923,0.01
750924,0.0
750925,0.0
750926,0.0
750927,0.06
750928,0.0
750929,0.55
750930,0.3
750931,0.03
750932,0.56
750933,0.0
750934,0.12
750935,0.09
750936,0.0
750937,0.14
750938,0.27
750939,0.11
750940,0.03
750941,0.01
750942,0.21
750943,0.0
750944,0.02
750945,0.0
750946,0.03
750947,0.09
750948,0.01
750949,0.04
750950,0.19
750951,0.02
750952,0.0
750953,0.0
750954,0.02
750955,0.04
750956,0.0
750957,0.18
750958,0.0
750959,0.57
750960,0.02
750961,0.09
750962,0.0
750963,0.22
750964,0.0
750965,0.0
750966,0.56
750967,0.9
750968,0.04
750969,0.01
750970,0.57
750971,0.0
750972,0.38
750973,0.0
750974,0.09
750975,0.28
750976,0.38
750977,0.01
750978,0.11
750979,0.14
750980,0.0
750981,0.02
750982,0.02
750983,0.12
750984,0.0
750985,0.0
750986,0.0
750987,0.04
750988,0.03
750989,0.0
750990,0.4
750991,0.28
750992,0.0
750993,0.19
750994,0.22
750995,0.78
750996,0.01
750997,0.04
750998,0.1
750999,0.01
751000,0.0
751001,0.47
751002,0.04
751003,0.0
751004,0.0
751005,0.01
751006,0.45
751007,0.0
751008,0.0
751009,0.02
751010,0.0
751011,0.4
751012,0.02
751013,0.0
751014,0.0
751015,0.01
751016,0.0
751017,0.01
751018,0.31
751019,0.27
751020,0.01
751021,0.0
751022,0.29
751023,0.02
751024,0.0
751025,0.01
751026,0.02
751027,0.01
751028,0.0
751029,0.13
751030,0.01
751031,0.64
751032,0.08
751033,0.15
751034,0.01
751035,0.0
751036,0.01
751037,0.01
751038,0.44
751039,0.06
751040,0.0
751041,0.02
751042,0.05
751043,0.0
751044,0.01
751045,0.01
751046,0.01
751047,0.0
751048,0.75
751049,0.02
751050,0.0
751051,0.0
751052,0.03
751053,0.0
751054,0.0
751055,0.3
751056,0.0
751057,0.01
751058,0.17
751059,0.0
751060,0.01
751061,0.54
751062,0.06
751063,0.01
751064,0.08
751065,0.39
751066,0.4
751067,0.0
751068,0.66
751069,0.0
751070,0.02
751071,0.19
751072,0.05
751073,0.02
751074,0.28
751075,0.03
751076,0.0
751077,0.4
751078,0.69
751079,0.24
751080,0.02
751081,0.0
751082,0.0
751083,0.02
751084,0.04
751085,0.0
751086,0.26
751087,0.01
751088,0.01
751089,0.02
751090,0.16
751091,0.0
751092,0.02
751093,0.0
751094,0.4
751095,0.02
751096,0.0
751097,0.0
751098,0.03
751099,0.04
751100,0.09
751101,0.02
751102,0.47
751103,0.44
751104,0.42
751105,0.0
751106,0.19
751107,0.16
751108,0.0
751109,0.54
751110,0.14
751111,0.06
751112,0.0
751113,0.08
751114,0.05
751115,0.01
751116,0.02
751117,0.0
751118,0.32
751119,0.03
751120,0.07
751121,0.0
751122,0.03
751123,0.0
751124,0.43
751125,0.6
751126,0.0
751127,0.02
751128,0.04
751129,0.08
751130,0.17
751131,0.29
751132,0.0
751133,0.15
751134,0.01
751135,0.27
751136,0.17
751137,0.0
751138,0.01
751139,0.85
751140,0.01
751141,0.71
751142,0.14
751143,0.0
751144,0.0
751145,0.31
751146,0.01
751147,0.45
751148,0.0
751149,0.0
751150,0.0
751151,0.0
751152,0.0
751153,0.03
751154,0.54
751155,0.28
751156,0.01
751157,0.25
751158,0.09
751159,0.0
751160,0.0
751161,0.02
751162,0.0
751163,0.0
751164,0.0
751165,0.37
751166,0.0
751167,0.01
751168,0.35
751169,0.13
751170,0.03
751171,0.54
751172,0.0
751173,0.15
751174,0.01
751175,0.76
751176,0.02
751177,0.33
751178,0.07
751179,0.01
751180,0.04
751181,0.0
751182,0.0
751183,0.02
751184,0.01
751185,0.0
751186,0.02
751187,0.0
751188,0.13
751189,0.01
751190,0.0
751191,0.01
751192,0.02
751193,0.08
751194,0.0
751195,0.0
751196,0.01
751197,0.0
751198,0.04
751199,0.04
751200,0.0
751201,0.15
751202,0.78
751203,0.02
751204,0.01
751205,0.05
751206,0.11
751207,0.0
751208,0.22
751209,0.0
751210,0.01
751211,0.0
751212,0.38
751213,0.0
751214,0.0
751215,0.0
751216,0.07
751217,0.65
751218,0.01
751219,0.01
751220,0.06
751221,0.0
751222,0.0
751223,0.02
751224,0.01
751225,0.01
751226,0.0
751227,0.0
751228,0.0
751229,0.0
751230,0.29
751231,0.04
751232,0.17
751233,0.0
751234,0.02
751235,0.0
751236,0.01
751237,0.0
751238,0.0
751239,0.02
751240,0.35
751241,0.02
751242,0.0
751243,0.01
751244,0.02
751245,0.62
751246,0.0
751247,0.01
751248,0.02
751249,0.76
751250,0.0
751251,0.0
751252,0.23
751253,0.01
751254,0.0
751255,0.0
751256,0.23
751257,0.01
751258,0.09
751259,0.02
751260,0.02
751261,0.11
751262,0.02
751263,0.01
751264,0.0
751265,0.1
751266,0.32
751267,0.0
751268,0.0
751269,0.31
751270,0.04
751271,0.15
751272,0.0
751273,0.28
751274,0.0
751275,0.05
751276,0.0
751277,0.0
751278,0.0
751279,0.0
751280,0.01
751281,0.02
751282,0.04
751283,0.0
751284,0.13
751285,0.0
751286,0.89
751287,0.0
751288,0.53
751289,0.51
751290,0.55
751291,0.01
751292,0.0
751293,0.0
751294,0.74
751295,0.24
751296,0.23
751297,0.0
751298,0.0
751299,0.01
751300,0.12
751301,0.02
751302,0.0
751303,0.2
751304,0.0
751305,0.01
751306,0.0
751307,0.09
751308,0.0
751309,0.02
751310,0.01
751311,0.22
751312,0.0
751313,0.03
751314,0.02
751315,0.03
751316,0.0
751317,0.01
751318,0.0
751319,0.09
751320,0.01
751321,0.59
751322,0.0
751323,0.0
751324,0.0
751325,0.12
751326,0.01
751327,0.14
751328,0.74
751329,0.01
751330,0.5
751331,0.06
751332,0.0
751333,0.03
751334,0.61
751335,0.32
751336,0.0
751337,0.18
751338,0.0
751339,0.47
751340,0.2
751341,0.0
751342,0.13
751343,0.29
751344,0.48
751345,0.01
751346,0.32
751347,0.15
751348,0.0
751349,0.0
751350,0.01
751351,0.02
751352,0.0
751353,0.55
751354,0.07
751355,0.01
751356,0.01
751357,0.01
751358,0.12
751359,0.09
751360,0.06
751361,0.0
751362,0.0
751363,0.06
751364,0.0
751365,0.43
751366,0.15
751367,0.02
751368,0.0
751369,0.01
751370,0.01
751371,0.0
751372,0.0
751373,0.0
751374,0.01
751375,0.01
751376,0.17
751377,0.58
751378,0.3
751379,0.02
751380,0.22
751381,0.0
751382,0.02
751383,0.0
751384,0.0
751385,0.03
751386,0.87
751387,0.05
751388,0.19
751389,0.01
751390,0.01
751391,0.13
751392,0.44
751393,0.09
751394,0.67
751395,0.65
751396,0.13
751397,0.0
751398,0.31
751399,0.39
751400,0.77
751401,0.23
751402,0.01
751403,0.0
751404,0.27
751405,0.48
751406,0.02
751407,0.15
751408,0.0
751409,0.25
751410,0.61
751411,0.0
751412,0.0
751413,0.73
751414,0.03
751415,0.0
751416,0.02
751417,0.05
751418,0.35
751419,0.0
751420,0.0
751421,0.0
751422,0.23
751423,0.0
751424,0.02
751425,0.0
751426,0.19
751427,0.02
751428,0.02
751429,0.08
751430,0.2
751431,0.73
751432,0.02
751433,0.0
751434,0.11
751435,0.13
751436,0.0
751437,0.33
751438,0.0
751439,0.01
751440,0.02
751441,0.0
751442,0.23
751443,0.09
751444,0.0
751445,0.0
751446,0.06
751447,0.0
751448,0.51
751449,0.33
751450,0.02
751451,0.01
751452,0.1
751453,0.01
751454,0.01
751455,0.02
751456,0.04
751457,0.4
751458,0.01
751459,0.21
751460,0.09
751461,0.01
751462,0.0
751463,0.35
751464,0.14
751465,0.42
751466,0.0
751467,0.03
751468,0.0
751469,0.02
751470,0.07
751471,0.0
751472,0.09
751473,0.05
751474,0.0
751475,0.08
751476,0.4
751477,0.01
751478,0.0
751479,0.01
751480,0.22
751481,0.06
751482,0.0
751483,0.0
751484,0.0
751485,0.0
751486,0.01
751487,0.17
751488,0.42
751489,0.48
751490,0.02
751491,0.02
751492,0.39
751493,0.01
751494,0.47
751495,0.07
751496,0.07
751497,0.0
751498,0.0
751499,0.0
751500,0.1
751501,0.0
751502,0.0
751503,0.01
751504,0.07
751505,0.0
751506,0.0
751507,0.11
751508,0.45
751509,0.68
751510,0.0
751511,0.42
751512,0.08
751513,0.0
751514,0.0
751515,0.49
751516,0.0
751517,0.01
751518,0.0
751519,0.01
751520,0.0
751521,0.9
751522,0.12
751523,0.08
751524,0.08
751525,0.57
751526,0.15
751527,0.0
751528,0.0
751529,0.01
751530,0.14
751531,0.01
751532,0.0
751533,0.02
751534,0.01
751535,0.0
751536,0.21
751537,0.0
751538,0.0
751539,0.0
751540,0.0
751541,0.01
751542,0.0
751543,0.18
751544,0.01
751545,0.03
751546,0.58
751547,0.15
751548,0.0
751549,0.01
751550,0.01
751551,0.41
751552,0.47
751553,0.03
751554,0.01
751555,0.01
751556,0.05
751557,0.04
751558,0.01
751559,0.28
751560,0.05
751561,0.02
751562,0.07
751563,0.01
751564,0.09
751565,0.48
751566,0.72
751567,0.61
751568,0.0
751569,0.26
751570,0.0
751571,0.0
751572,0.16
751573,0.12
751574,0.25
751575,0.69
751576,0.04
751577,0.2
751578,0.08
751579,0.0
751580,0.0
751581,0.0
751582,0.73
751583,0.01
751584,0.01
751585,0.01
751586,0.23
751587,0.0
751588,0.76
751589,0.11
751590,0.79
751591,0.17
751592,0.0
751593,0.01
751594,0.02
751595,0.44
751596,0.43
751597,0.02
751598,0.0
751599,0.0
751600,0.0
751601,0.23
751602,0.01
751603,0.0
751604,0.38
751605,0.65
751606,0.41
751607,0.0
751608,0.0
751609,0.02
751610,0.01
751611,0.01
751612,0.0
751613,0.02
751614,0.01
751615,0.03
751616,0.01
751617,0.01
751618,0.0
751619,0.0
751620,0.0
751621,0.22
751622,0.02
751623,0.02
751624,0.57
751625,0.01
751626,0.14
751627,0.01
751628,0.0
751629,0.01
751630,0.01
751631,0.0
751632,0.16
751633,0.01
751634,0.04
751635,0.02
751636,0.06
751637,0.04
751638,0.03
751639,0.02
751640,0.02
751641,0.0
751642,0.04
751643,0.22
751644,0.01
751645,0.0
751646,0.0
751647,0.01
751648,0.15
751649,0.02
751650,0.01
751651,0.0
751652,0.0
751653,0.04
751654,0.75
751655,0.0
751656,0.0
751657,0.0
751658,0.0
751659,0.16
751660,0.0
751661,0.04
751662,0.12
751663,0.01
751664,0.05
751665,0.0
751666,0.01
751667,0.01
751668,0.06
751669,0.13
751670,0.44
751671,0.0
751672,0.0
751673,0.0
751674,0.0
751675,0.01
751676,0.0
751677,0.02
751678,0.02
751679,0.01
751680,0.0
751681,0.12
751682,0.71
751683,0.01
751684,0.05
751685,0.01
751686,0.0
751687,0.01
751688,0.01
751689,0.0
751690,0.0
751691,0.01
751692,0.0
751693,0.37
751694,0.37
751695,0.02
751696,0.34
751697,0.0
751698,0.0
751699,0.0
751700,0.43
751701,0.0
751702,0.0
751703,0.0
751704,0.21
751705,0.08
751706,0.0
751707,0.07
751708,0.78
751709,0.07
751710,0.0
751711,0.0
751712,0.02
751713,0.11
751714,0.13
751715,0.04
751716,0.0
751717,0.01
751718,0.13
751719,0.02
751720,0.13
751721,0.14
751722,0.01
751723,0.0
751724,0.0
751725,0.08
751726,0.0
751727,0.01
751728,0.03
751729,0.02
751730,0.01
751731,0.37
751732,0.0
751733,0.95
751734,0.0
751735,0.02
751736,0.55
751737,0.05
751738,0.03
751739,0.25
751740,0.33
751741,0.0
751742,0.13
751743,0.03
751744,0.0
751745,0.01
751746,0.68
751747,0.0
751748,0.0
751749,0.03
751750,0.0
751751,0.42
751752,0.25
751753,0.0
751754,0.65
751755,0.0
751756,0.01
751757,0.77
751758,0.07
751759,0.0
751760,0.0
751761,0.0
751762,0.01
751763,0.43
751764,0.04
751765,0.02
751766,0.01
751767,0.12
751768,0.38
751769,0.01
751770,0.0
751771,0.1
751772,0.07
751773,0.01
751774,0.0
751775,0.0
751776,0.01
751777,0.36
751778,0.0
751779,0.07
751780,0.08
751781,0.02
751782,0.0
751783,0.56
751784,0.82
751785,0.01
751786,0.54
751787,0.59
751788,0.01
751789,0.01
751790,0.43
751791,0.0
751792,0.0
751793,0.2
751794,0.14
751795,0.0
751796,0.78
751797,0.09
751798,0.01
751799,0.0
751800,0.2
751801,0.0
751802,0.0
751803,0.0
751804,0.03
751805,0.02
751806,0.0
751807,0.09
751808,0.01
751809,0.0
751810,0.01
751811,0.02
751812,0.0
751813,0.0
751814,0.25
751815,0.0
751816,0.01
751817,0.03
751818,0.41
751819,0.06
751820,0.45
751821,0.0
751822,0.0
751823,0.0
751824,0.0
751825,0.35
751826,0.44
751827,0.48
751828,0.2
751829,0.02
751830,0.26
751831,0.0
751832,0.01
751833,0.01
751834,0.38
751835,0.04
751836,0.1
751837,0.12
751838,0.01
751839,0.29
751840,0.01
751841,0.73
751842,0.82
751843,0.0
751844,0.03
751845,0.0
751846,0.0
751847,0.0
751848,0.01
751849,0.73
751850,0.03
751851,0.01
751852,0.71
751853,0.0
751854,0.09
751855,0.0
751856,0.1
751857,0.13
751858,0.01
751859,0.46
751860,0.45
751861,0.01
751862,0.0
751863,0.0
751864,0.34
751865,0.01
751866,0.06
751867,0.14
751868,0.0
751869,0.02
751870,0.0
751871,0.16
751872,0.01
751873,0.03
751874,0.06
751875,0.04
751876,0.0
751877,0.0
751878,0.02
751879,0.01
751880,0.51
751881,0.02
751882,0.46
751883,0.67
751884,0.32
751885,0.08
751886,0.01
751887,0.1
751888,0.0
751889,0.15
751890,0.01
751891,0.0
751892,0.82
751893,0.0
751894,0.25
751895,0.0
751896,0.01
751897,0.0
751898,0.01
751899,0.0
751900,0.0
751901,0.0
751902,0.02
751903,0.15
751904,0.01
751905,0.06
751906,0.93
751907,0.0
751908,0.68
751909,0.0
751910,0.21
751911,0.0
751912,0.1
751913,0.2
751914,0.22
751915,0.0
751916,0.0
751917,0.03
751918,0.0
751919,0.0
751920,0.71
751921,0.36
751922,0.0
751923,0.0
751924,0.03
751925,0.11
751926,0.02
751927,0.0
751928,0.0
751929,0.04
751930,0.0
751931,0.0
751932,0.0
751933,0.01
751934,0.01
751935,0.01
751936,0.27
751937,0.0
751938,0.0
751939,0.02
751940,0.1
751941,0.0
751942,0.03
751943,0.0
751944,0.02
751945,0.02
751946,0.0
751947,0.82
751948,0.13
751949,0.5
751950,0.09
751951,0.54
751952,0.69
751953,0.01
751954,0.04
751955,0.45
751956,0.04
751957,0.0
751958,0.0
751959,0.02
751960,0.01
751961,0.23
751962,0.28
751963,0.01
751964,0.11
751965,0.0
751966,0.0
751967,0.01
751968,0.0
751969,0.01
751970,0.02
751971,0.0
751972,0.0
751973,0.1
751974,0.43
751975,0.35
751976,0.02
751977,0.34
751978,0.0
751979,0.01
751980,0.0
751981,0.0
751982,0.0
751983,0.0
751984,0.14
751985,0.01
751986,0.01
751987,0.1
751988,0.28
751989,0.47
751990,0.08
751991,0.03
751992,0.75
751993,0.02
751994,0.02
751995,0.62
751996,0.02
751997,0.0
